sentence_number,sentence,word,cloze_prob
515,The little girl was so embarrassed by her loud,sister,0.01
515,The little girl was so embarrassed by her loud,snort,0.01
515,The little girl was so embarrassed by her loud,outburst,0.01
515,The little girl was so embarrassed by her loud,mouth,0.01
515,The little girl was so embarrassed by her loud,friend,0.01
516,"Despite her training, the obstacle course was",difficult,0.49
516,"Despite her training, the obstacle course was",hard,0.3
516,"Despite her training, the obstacle course was",tough,0.12
516,"Despite her training, the obstacle course was",challenging,0.03
516,"Despite her training, the obstacle course was",rough,0.01
516,"Despite her training, the obstacle course was",interesting,0.01
516,"Despite her training, the obstacle course was",dangerous,0.01
516,"Despite her training, the obstacle course was",tricky,0.01
516,"Despite her training, the obstacle course was",daunting,0.01
516,"Despite her training, the obstacle course was",impossible,0.01
517,"During lunch, the kid asked his friend for a",cookie,0.19
517,"During lunch, the kid asked his friend for a",bite,0.14
517,"During lunch, the kid asked his friend for a",snack,0.11
517,"During lunch, the kid asked his friend for a",dollar,0.11
517,"During lunch, the kid asked his friend for a",sandwich,0.06
517,"During lunch, the kid asked his friend for a",drink,0.04
517,"During lunch, the kid asked his friend for a",favor,0.03
517,"During lunch, the kid asked his friend for a",quarter,0.03
517,"During lunch, the kid asked his friend for a",trade,0.03
517,"During lunch, the kid asked his friend for a",chip,0.03
517,"During lunch, the kid asked his friend for a",fry,0.03
517,"During lunch, the kid asked his friend for a",pickle,0.03
517,"During lunch, the kid asked his friend for a",grape,0.02
517,"During lunch, the kid asked his friend for a",napkin,0.02
517,"During lunch, the kid asked his friend for a",soda,0.01
517,"During lunch, the kid asked his friend for a",beer,0.01
517,"During lunch, the kid asked his friend for a",candy,0.01
517,"During lunch, the kid asked his friend for a",buck,0.01
517,"During lunch, the kid asked his friend for a",taste,0.01
517,"During lunch, the kid asked his friend for a",pudding,0.01
517,"During lunch, the kid asked his friend for a",spoon,0.01
517,"During lunch, the kid asked his friend for a",dime,0.01
517,"During lunch, the kid asked his friend for a",pretzel,0.01
517,"During lunch, the kid asked his friend for a",loan,0.01
517,"During lunch, the kid asked his friend for a",toy,0.01
517,"During lunch, the kid asked his friend for a",plum,0.01
517,"During lunch, the kid asked his friend for a",carrot,0.01
517,"During lunch, the kid asked his friend for a",ride,0.01
518,Harrison was surprised that someone stole his car,keys,0.25
518,Harrison was surprised that someone stole his car,stereo,0.16
518,Harrison was surprised that someone stole his car,radio,0.16
518,Harrison was surprised that someone stole his car,yesterday,0.06
518,Harrison was surprised that someone stole his car,today,0.04
518,Harrison was surprised that someone stole his car,door,0.04
518,Harrison was surprised that someone stole his car,again,0.03
518,Harrison was surprised that someone stole his car,seat,0.02
518,Harrison was surprised that someone stole his car,mirrors,0.02
518,Harrison was surprised that someone stole his car,alarm,0.02
518,Harrison was surprised that someone stole his car,tag,0.02
518,Harrison was surprised that someone stole his car,light,0.02
518,Harrison was surprised that someone stole his car,already,0.02
518,Harrison was surprised that someone stole his car,battery,0.02
518,Harrison was surprised that someone stole his car,easily,0.02
518,Harrison was surprised that someone stole his car,cover,0.02
518,Harrison was surprised that someone stole his car,quickly,0.02
518,Harrison was surprised that someone stole his car,overnight,0.02
518,Harrison was surprised that someone stole his car,tires,0.02
518,Harrison was surprised that someone stole his car,outside,0.01
518,Harrison was surprised that someone stole his car,wheels,0.01
518,Harrison was surprised that someone stole his car,window,0.01
518,Harrison was surprised that someone stole his car,antennae,0.01
519,"Annoyed with his mother, Fred ignored her persistent",nagging,0.53
519,"Annoyed with his mother, Fred ignored her persistent",questions,0.08
519,"Annoyed with his mother, Fred ignored her persistent",calls,0.06
519,"Annoyed with his mother, Fred ignored her persistent",requests,0.05
519,"Annoyed with his mother, Fred ignored her persistent",pleas,0.04
519,"Annoyed with his mother, Fred ignored her persistent",yelling,0.04
519,"Annoyed with his mother, Fred ignored her persistent",talking,0.03
519,"Annoyed with his mother, Fred ignored her persistent",whining,0.03
519,"Annoyed with his mother, Fred ignored her persistent",demands,0.02
519,"Annoyed with his mother, Fred ignored her persistent",harping,0.02
519,"Annoyed with his mother, Fred ignored her persistent",bickering,0.01
519,"Annoyed with his mother, Fred ignored her persistent",bitching,0.01
519,"Annoyed with his mother, Fred ignored her persistent",texts,0.01
519,"Annoyed with his mother, Fred ignored her persistent",stare,0.01
519,"Annoyed with his mother, Fred ignored her persistent",chattering,0.01
519,"Annoyed with his mother, Fred ignored her persistent",pestering,0.01
519,"Annoyed with his mother, Fred ignored her persistent",scolding,0.01
519,"Annoyed with his mother, Fred ignored her persistent",yammering,0.01
519,"Annoyed with his mother, Fred ignored her persistent",gaze,0.01
519,"Annoyed with his mother, Fred ignored her persistent",badgering,0.01
519,"Annoyed with his mother, Fred ignored her persistent",yell,0.01
519,"Annoyed with his mother, Fred ignored her persistent",complaints,0.01
520,Emily gave her somber friend a comforting,hug,0.88
520,Emily gave her somber friend a comforting,pat,0.03
520,Emily gave her somber friend a comforting,thought,0.01
520,Emily gave her somber friend a comforting,embrace,0.01
520,Emily gave her somber friend a comforting,news,0.01
520,Emily gave her somber friend a comforting,talk,0.01
520,Emily gave her somber friend a comforting,glance,0.01
520,Emily gave her somber friend a comforting,word,0.01
520,Emily gave her somber friend a comforting,speech,0.01
520,Emily gave her somber friend a comforting,laugh,0.01
520,Emily gave her somber friend a comforting,ear,0.01
520,Emily gave her somber friend a comforting,assurance,0.01
521,The strict Catholic family never misses Sunday,mass,0.76
521,The strict Catholic family never misses Sunday,church,0.12
521,The strict Catholic family never misses Sunday,services,0.1
521,The strict Catholic family never misses Sunday,school,0.01
521,The strict Catholic family never misses Sunday,seminary,0.01
522,Albert brought the handmade basket his grandmother,made,0.66
522,Albert brought the handmade basket his grandmother,weaved,0.15
522,Albert brought the handmade basket his grandmother,loved,0.03
522,Albert brought the handmade basket his grandmother,liked,0.02
522,Albert brought the handmade basket his grandmother,wanted,0.02
522,Albert brought the handmade basket his grandmother,quickly,0.01
522,Albert brought the handmade basket his grandmother,had made,0.01
522,Albert brought the handmade basket his grandmother,gave,0.01
522,Albert brought the handmade basket his grandmother,presented,0.01
522,Albert brought the handmade basket his grandmother,house,0.01
522,Albert brought the handmade basket his grandmother,home,0.01
522,Albert brought the handmade basket his grandmother,birthday,0.01
522,Albert brought the handmade basket his grandmother,created,0.01
522,Albert brought the handmade basket his grandmother,yesterday,0.01
522,Albert brought the handmade basket his grandmother,eagerly,0.01
522,Albert brought the handmade basket his grandmother,cherished,0.01
522,Albert brought the handmade basket his grandmother,immediately,0.01
522,Albert brought the handmade basket his grandmother,crafted,0.01
523,The sailor grabbed the rope and began to,pull,0.67
523,The sailor grabbed the rope and began to,climb,0.1
523,The sailor grabbed the rope and began to,tug,0.07
523,The sailor grabbed the rope and began to,swing,0.04
523,The sailor grabbed the rope and began to,tie,0.03
523,The sailor grabbed the rope and began to,sail,0.02
523,The sailor grabbed the rope and began to,sway,0.01
523,The sailor grabbed the rope and began to,tie it,0.01
523,The sailor grabbed the rope and began to,twist,0.01
523,The sailor grabbed the rope and began to,hoist,0.01
523,The sailor grabbed the rope and began to,knot,0.01
523,The sailor grabbed the rope and began to,cut,0.01
523,The sailor grabbed the rope and began to,work,0.01
523,The sailor grabbed the rope and began to,haul,0.01
524,The sick child enjoyed eating the bowl of,soup,0.61
524,The sick child enjoyed eating the bowl of,cereal,0.13
524,The sick child enjoyed eating the bowl of,oatmeal,0.06
524,The sick child enjoyed eating the bowl of,ice cream,0.06
524,The sick child enjoyed eating the bowl of,jello,0.03
524,The sick child enjoyed eating the bowl of,icecream,0.03
524,The sick child enjoyed eating the bowl of,fruit,0.02
524,The sick child enjoyed eating the bowl of,cherries,0.02
524,The sick child enjoyed eating the bowl of,pudding,0.02
524,The sick child enjoyed eating the bowl of,grapes,0.01
524,The sick child enjoyed eating the bowl of,noodles,0.01
524,The sick child enjoyed eating the bowl of,yogurt,0.01
525,Claire claimed motherhood was the hardest job she ever,had,0.82
525,Claire claimed motherhood was the hardest job she ever,did,0.07
525,Claire claimed motherhood was the hardest job she ever,loved,0.03
525,Claire claimed motherhood was the hardest job she ever,encountered,0.02
525,Claire claimed motherhood was the hardest job she ever,held,0.02
525,Claire claimed motherhood was the hardest job she ever,knew,0.01
525,Claire claimed motherhood was the hardest job she ever,worked,0.01
525,Claire claimed motherhood was the hardest job she ever,took,0.01
525,Claire claimed motherhood was the hardest job she ever,tried,0.01
525,Claire claimed motherhood was the hardest job she ever,accomplished,0.01
526,From their campsite the women could hear the,wolves,0.21
526,From their campsite the women could hear the,bear,0.2
526,From their campsite the women could hear the,screams,0.07
526,From their campsite the women could hear the,men,0.06
526,From their campsite the women could hear the,river,0.05
526,From their campsite the women could hear the,howling,0.05
526,From their campsite the women could hear the,owls,0.03
526,From their campsite the women could hear the,coyotes,0.03
526,From their campsite the women could hear the,kids,0.03
526,From their campsite the women could hear the,moans,0.02
526,From their campsite the women could hear the,howls,0.02
526,From their campsite the women could hear the,ocean,0.02
526,From their campsite the women could hear the,animals,0.02
526,From their campsite the women could hear the,yells,0.02
526,From their campsite the women could hear the,cheers,0.02
526,From their campsite the women could hear the,birds,0.02
526,From their campsite the women could hear the,laughter,0.01
526,From their campsite the women could hear the,coyote,0.01
526,From their campsite the women could hear the,noises,0.01
